,State,Year,Month,Precipitation,Number of Fires
2049,MA,2008,May,314.2,26.0
2050,MA,2008,Jun,380.0,235.0
2051,MA,2008,Jul,104.9,502.0
2052,MA,2008,Aug,51.4,713.0
2053,MA,2008,Sep,0.4,2.761
2054,MA,2008,Oct,0.4,3.498
2055,MA,2008,Nov,0.6,2.331
2056,MA,2008,Dec,18.5,1.101
2057,MA,2009,Jan,375.8,240.0
2058,MA,2009,Mar,565.4,33.0
2059,MA,2009,Apr,767.1,14.0
2060,MA,2009,May,467.7,19.0
2061,MA,2009,Jun,207.6,279.0
2062,MA,2009,Jul,71.8,972.0
2063,MA,2009,Aug,12.3,1.766
2064,MA,2009,Sep,0.0,2.404
2065,MA,2009,Oct,0.0,1.861
2066,MA,2009,Nov,2.6,5.0
2067,MA,2009,Dec,10.3,1.768
2068,MA,2010,Jan,108.2,319.0
2069,MA,2010,Mar,316.9,82.0
2070,MA,2010,Apr,393.7,128.0
2071,MA,2010,May,377.5,273.0
2072,MA,2010,Jun,218.3,494.0
2073,MA,2010,Jul,105.2,2.323
2074,MA,2010,Aug,7.0,6.353
2075,MA,2010,Sep,0.4,9.795
2076,MA,2010,Oct,0.0,3.228
2077,MA,2010,Nov,16.2,4.005
2078,MA,2010,Dec,90.7,1.8030000000000002
2079,MA,2011,Jan,490.3,124.0
2080,MA,2011,Mar,430.9,22.0
2081,MA,2011,Apr,621.7,37.0
2082,MA,2011,May,310.8,73.0
2083,MA,2011,Jun,166.8,602.0
2084,MA,2011,Jul,128.0,1.024
2085,MA,2011,Aug,38.7,2.138
2086,MA,2011,Sep,0.0,4.632
2087,MA,2011,Oct,61.6,2.404
2088,MA,2011,Nov,6.5,2.261
2089,MA,2011,Dec,0.6,1.629
2090,MA,2012,Jan,102.4,326.0
2091,MA,2012,Mar,331.7,49.0
2092,MA,2012,Apr,249.5,97.0
2093,MA,2012,May,86.4,286.0
2094,MA,2012,Jun,50.8,915.0
2095,MA,2012,Jul,60.5,3.548
2096,MA,2012,Aug,11.2,10.395
2097,MA,2012,Sep,0.2,7.626
2098,MA,2012,Oct,0.0,5.0
2099,MA,2012,Nov,1.6,2.01
2100,MA,2012,Dec,0.8,1.296
2101,MA,2013,Jan,60.0,209.0
2102,MA,2013,Mar,319.1,30.0
2103,MA,2013,Apr,267.8,62.0
2104,MA,2013,May,186.3,100.0
2105,MA,2013,Jun,203.4,498.0
2106,MA,2013,Jul,203.7,1.111
2107,MA,2013,Aug,15.0,2.0980000000000003
2108,MA,2013,Sep,4.4,3.88
2109,MA,2013,Oct,0.8,2.918
2110,MA,2013,Nov,13.8,2.529
2111,MA,2013,Dec,40.5,2.6919999999999997
2112,MA,2014,Jan,149.6,195.0
2113,MA,2014,Mar,161.0,59.0
2114,MA,2014,Apr,244.3,78.0
2115,MA,2014,May,760.7,148.0
2116,MA,2014,Jun,185.5,812.0
2117,MA,2014,Jul,44.3,2.068
2118,MA,2014,Aug,3.8,5.5920000000000005
2119,MA,2014,Sep,0.5,4.373
2120,MA,2014,Oct,2.2,5.812
2121,MA,2014,Nov,1.8,3.8689999999999998
2122,MA,2014,Dec,29.2,2.4
2123,MA,2015,Jan,30.2,494.0
2124,MA,2015,Mar,425.9,53.0
2125,MA,2015,Apr,366.5,119.0
2126,MA,2015,May,399.7,194.0
2127,MA,2015,Jun,106.7,887.0
2128,MA,2015,Jul,75.9,1.642
2129,MA,2015,Aug,0.0,5.428
2130,MA,2015,Sep,0.0,6.422999999999999
2131,MA,2015,Oct,0.0,6.746
2132,MA,2015,Nov,0.3,4.35
2133,MA,2015,Dec,11.3,3.7060000000000004
2134,MA,2016,Jan,204.5,412.0
2135,MA,2016,Mar,362.1,113.0
2136,MA,2016,Apr,327.4,113.0
2137,MA,2016,May,264.9,206.0
2138,MA,2016,Jun,133.4,709.0
2139,MA,2016,Jul,52.1,2.096
2140,MA,2016,Aug,13.4,3.7230000000000003
2141,MA,2016,Sep,1.8,3.1660000000000004
2142,MA,2016,Oct,0.0,5.351
2143,MA,2016,Nov,0.0,3.9819999999999998
2144,MA,2016,Dec,42.9,1.577
2145,MA,2017,Jan,380.0,187.0
2146,MA,2017,Mar,442.8,32.0
2147,MA,2017,Apr,362.1,91.0
2148,MA,2017,May,329.9,142.0
2149,MA,2017,Jun,120.6,885.0
2150,MA,2017,Jul,201.4,2.521
2151,MA,2017,Aug,4.8,3.875
2152,MA,2017,Sep,0.0,14.825
2153,MA,2017,Oct,1.2,6.011
2154,MA,2017,Nov,0.6,2.3
2155,MG,1998,Jan,339.6,0.0
2156,MG,1998,Mar,68.7,0.0
2157,MG,1998,Apr,37.2,0.0
2158,MG,1998,May,78.2,0.0
2159,MG,1998,Jun,3.0,70.0
2160,MG,1998,Jul,0.0,232.0
2161,MG,1998,Aug,43.2,875.0
2162,MG,1998,Sep,39.4,1.9809999999999999
2163,MG,1998,Oct,105.6,1.093
2164,MG,1998,Nov,338.4,32.0
2165,MG,1998,Dec,231.9,21.0
2166,MG,1999,Jan,237.3,36.0
2167,MG,1999,Mar,246.4,13.0
2168,MG,1999,Apr,56.7,27.0
2169,MG,1999,May,4.0,51.0
2170,MG,1999,Jun,2.4,132.0
2171,MG,1999,Jul,0.0,318.0
2172,MG,1999,Aug,0.0,1.19
2173,MG,1999,Sep,43.8,2.6860000000000004
2174,MG,1999,Oct,84.0,1.3630000000000002
2175,MG,1999,Nov,279.3,271.0
2176,MG,1999,Dec,294.1,32.0
2177,MG,2000,Jan,469.5,24.0
2178,MG,2000,Mar,131.4,24.0
2179,MG,2000,Apr,55.1,49.0
2180,MG,2000,May,1.5,67.0
2181,MG,2000,Jun,0.0,135.0
2182,MG,2000,Jul,2.8,345.0
2183,MG,2000,Aug,18.5,769.0
2184,MG,2000,Sep,49.4,1.08
2185,MG,2000,Oct,69.8,1.954
2186,MG,2000,Nov,268.0,43.0
2187,MG,2000,Dec,316.4,14.0
2188,MG,2001,Jan,165.9,18.0
2189,MG,2001,Mar,138.9,13.0
2190,MG,2001,Apr,19.2,60.0
2191,MG,2001,May,46.9,83.0
2192,MG,2001,Jun,0.0,166.0
2193,MG,2001,Jul,10.9,266.0
2194,MG,2001,Aug,42.5,858.0
2195,MG,2001,Sep,56.5,1.597
2196,MG,2001,Oct,162.4,528.0
2197,MG,2001,Nov,329.9,62.0
2198,MG,2001,Dec,421.4,44.0
2199,MG,2002,Jan,285.5,29.0
2200,MG,2002,Mar,72.0,62.0
2201,MG,2002,Apr,53.1,99.0
2202,MG,2002,May,13.4,98.0
2203,MG,2002,Jun,0.0,207.0
2204,MG,2002,Jul,5.0,741.0
2205,MG,2002,Aug,2.0,2.041
2206,MG,2002,Sep,80.5,3.1
2207,MG,2002,Oct,32.5,4.788
2208,MG,2002,Nov,245.5,417.0
2209,MG,2002,Dec,395.3,225.0
2210,MG,2003,Jan,781.6,37.0
2211,MG,2003,Mar,178.7,81.0
2212,MG,2003,Apr,26.2,215.0
2213,MG,2003,May,20.2,75.0
2214,MG,2003,Jun,0.0,245.0
2215,MG,2003,Jul,0.0,407.0
2216,MG,2003,Aug,10.4,1.955
2217,MG,2003,Sep,12.1,7.091
2218,MG,2003,Oct,22.0,5.391
2219,MG,2003,Nov,212.1,399.0
2220,MG,2003,Dec,277.3,225.0
2221,MG,2004,Jan,502.9,22.0
2222,MG,2004,Mar,105.6,81.0
2223,MG,2004,Apr,184.9,48.0
2224,MG,2004,May,20.5,79.0
2225,MG,2004,Jun,17.7,209.0
2226,MG,2004,Jul,40.0,625.0
2227,MG,2004,Aug,0.0,1.642
2228,MG,2004,Sep,0.0,4.3389999999999995
2229,MG,2004,Oct,44.3,2.736
2230,MG,2004,Nov,157.2,914.0
2231,MG,2004,Dec,499.8,125.0
2232,MG,2005,Jan,241.0,28.0
2233,MG,2005,Mar,253.7,107.0
2234,MG,2005,Apr,38.6,89.0
2235,MG,2005,May,36.0,134.0
2236,MG,2005,Jun,23.3,246.0
2237,MG,2005,Jul,6.5,467.0
2238,MG,2005,Aug,4.9,1.0290000000000001
2239,MG,2005,Sep,127.2,2.0469999999999997
2240,MG,2005,Oct,42.9,6.546
2241,MG,2005,Nov,292.7,422.0
2242,MG,2005,Dec,393.0,65.0
2243,MG,2006,Jan,144.2,109.0
2244,MG,2006,Mar,265.0,69.0
2245,MG,2006,Apr,54.8,50.0
2246,MG,2006,May,45.7,62.0
2247,MG,2006,Jun,5.8,73.0
2248,MG,2006,Jul,3.2,336.0
2249,MG,2006,Aug,21.6,959.0
2250,MG,2006,Sep,89.2,2.78
2251,MG,2006,Oct,123.4,616.0
2252,MG,2006,Nov,343.6,59.0
2253,MG,2006,Dec,338.8,32.0
2254,MG,2007,Jan,350.9,91.0
2255,MG,2007,Mar,79.8,155.0
2256,MG,2007,Apr,98.0,35.0
2257,MG,2007,May,7.0,124.0
2258,MG,2007,Jun,0.0,184.0
2259,MG,2007,Jul,5.9,446.0
2260,MG,2007,Aug,0.0,2.975
2261,MG,2007,Sep,1.7,5.088
2262,MG,2007,Oct,104.0,3.467
2263,MG,2007,Nov,132.4,1.305
2264,MG,2007,Dec,212.2,95.0
2265,MG,2008,Jan,305.5,85.0
2266,MG,2008,Mar,346.5,61.0
2267,MG,2008,Apr,144.0,113.0
2268,MG,2008,May,0.5,50.0
2269,MG,2008,Jun,2.1,48.0
2270,MG,2008,Jul,0.0,194.0
2271,MG,2008,Aug,47.1,605.0
2272,MG,2008,Sep,99.7,2.552
2273,MG,2008,Oct,53.2,3.787
2274,MG,2008,Nov,216.2,892.0
2275,MG,2008,Dec,601.3,25.0
2276,MG,2009,Jan,313.4,74.0
2277,MG,2009,Mar,273.2,106.0
2278,MG,2009,Apr,41.6,26.0
2279,MG,2009,May,20.4,128.0
2280,MG,2009,Jun,38.6,173.0
2281,MG,2009,Jul,0.2,477.0
2282,MG,2009,Aug,23.1,685.0
2283,MG,2009,Sep,103.1,1.31
2284,MG,2009,Oct,344.3,1.013
2285,MG,2009,Nov,213.7,246.0
2286,MG,2009,Dec,564.1,108.0
2287,MG,2010,Jan,291.5,118.0
2288,MG,2010,Mar,247.9,109.0
2289,MG,2010,Apr,85.1,112.0
2290,MG,2010,May,26.8,179.0
2291,MG,2010,Jun,0.8,139.0
2292,MG,2010,Jul,0.0,707.0
2293,MG,2010,Aug,0.0,3.353
2294,MG,2010,Sep,71.0,5.059
2295,MG,2010,Oct,216.6,2.048
2296,MG,2010,Nov,396.6,82.0
2297,MG,2010,Dec,293.2,105.0
2298,MG,2011,Jan,317.9,61.0
2299,MG,2011,Mar,334.5,67.0
2300,MG,2011,Apr,98.7,66.0
2301,MG,2011,May,5.0,151.0
2302,MG,2011,Jun,14.6,304.0
2303,MG,2011,Jul,0.0,801.0
2304,MG,2011,Aug,0.0,2.742
2305,MG,2011,Sep,1.4,5.978
2306,MG,2011,Oct,178.8,1.206
2307,MG,2011,Nov,288.7,153.0
2308,MG,2011,Dec,720.0,43.0
2309,MG,2012,Jan,407.5,75.0
2310,MG,2012,Mar,196.4,152.0
2311,MG,2012,Apr,111.3,180.0
2312,MG,2012,May,61.1,144.0
2313,MG,2012,Jun,17.0,219.0
2314,MG,2012,Jul,0.0,669.0
2315,MG,2012,Aug,0.0,901.0
2316,MG,2012,Sep,22.8,3.219
2317,MG,2012,Oct,32.1,3.97
2318,MG,2012,Nov,310.0,220.0
2319,MG,2012,Dec,143.0,189.0
2320,MG,2013,Jan,426.8,75.0
2321,MG,2013,Mar,127.9,110.0
2322,MG,2013,Apr,99.4,61.0
2323,MG,2013,May,46.7,150.0
2324,MG,2013,Jun,23.1,144.0
2325,MG,2013,Jul,0.0,462.0
2326,MG,2013,Aug,0.0,911.0
2327,MG,2013,Sep,32.8,1.656
2328,MG,2013,Oct,137.7,1.2209999999999999
2329,MG,2013,Nov,108.2,277.0
2330,MG,2013,Dec,495.0,98.0
2331,MG,2014,Jan,103.9,133.0
2332,MG,2014,Mar,73.7,77.0
2333,MG,2014,Apr,235.8,161.0
2334,MG,2014,May,18.5,224.0
2335,MG,2014,Jun,13.1,376.0
2336,MG,2014,Jul,48.1,559.0
2337,MG,2014,Aug,3.3,1.952
2338,MG,2014,Sep,1.8,3.4539999999999997
2339,MG,2014,Oct,69.4,4.735
2340,MG,2014,Nov,215.5,398.0
2341,MG,2014,Dec,138.1,155.0
2342,MG,2015,Jan,103.8,147.0
2343,MG,2015,Mar,237.2,80.0
2344,MG,2015,Apr,78.7,109.0
2345,MG,2015,May,96.7,114.0
2346,MG,2015,Jun,5.0,200.0
2347,MG,2015,Jul,12.4,288.0
2348,MG,2015,Aug,0.0,1.0590000000000002
2349,MG,2015,Sep,43.5,3.088
2350,MG,2015,Oct,67.5,3.708
2351,MG,2015,Nov,184.3,1.453
2352,MG,2015,Dec,152.3,295.0
2353,MG,2016,Jan,328.9,61.0
2354,MG,2016,Mar,113.1,123.0
2355,MG,2016,Apr,26.2,172.0
2356,MG,2016,May,0.0,186.0
2357,MG,2016,Jun,75.3,263.0
2358,MG,2016,Jul,0.0,1.004
2359,MG,2016,Aug,0.4,1.433
2360,MG,2016,Sep,65.4,2.093
2361,MG,2016,Oct,70.7,948.0
2362,MG,2016,Nov,273.0,126.0
2363,MG,2016,Dec,244.6,91.0
2364,MG,2017,Jan,107.0,106.0
2365,MG,2017,Mar,106.5,105.0
2366,MG,2017,Apr,51.6,69.0
2367,MG,2017,May,20.8,125.0
2368,MG,2017,Jun,19.8,360.0
2369,MG,2017,Jul,0.5,610.0
2370,MG,2017,Aug,0.0,2.142
2371,MG,2017,Sep,46.6,4.697
2372,MG,2017,Oct,148.2,3.062
2373,MG,2017,Nov,185.6,136.0
2374,MT,1998,Jan,217.1,0.0
2375,MT,1998,Mar,223.4,0.0
2376,MT,1998,Apr,124.0,0.0
2377,MT,1998,May,47.5,0.0
2378,MT,1998,Jun,0.0,2.201
2379,MT,1998,Jul,0.0,3.7119999999999997
2380,MT,1998,Aug,42.0,15.405999999999999
2381,MT,1998,Sep,101.6,10.363
2382,MT,1998,Oct,145.0,2.707
2383,MT,1998,Nov,156.7,182.0
2384,MT,1998,Dec,358.5,76.0
2385,MT,1999,Jan,281.6,39.0
2386,MT,1999,Mar,339.4,18.0
2387,MT,1999,Apr,97.3,76.0
2388,MT,1999,May,3.6,731.0
2389,MT,1999,Jun,70.0,2.201
2390,MT,1999,Jul,1.5,3.926
2391,MT,1999,Aug,0.0,18.566
2392,MT,1999,Sep,18.0,11.729000000000001
2393,MT,1999,Oct,141.4,6.109
2394,MT,1999,Nov,269.7,842.0
2395,MT,1999,Dec,160.9,47.0
2396,MT,2000,Jan,173.7,44.0
2397,MT,2000,Mar,307.0,60.0
2398,MT,2000,Apr,126.2,59.0
2399,MT,2000,May,7.3,1.194
2400,MT,2000,Jun,0.0,4.3580000000000005
2401,MT,2000,Jul,3.4,1.338
2402,MT,2000,Aug,12.0,6.063
2403,MT,2000,Sep,43.3,6.251
2404,MT,2000,Oct,130.5,6.062
2405,MT,2000,Nov,161.4,502.0
2406,MT,2000,Dec,131.2,98.0
2407,MT,2001,Jan,119.0,44.0
2408,MT,2001,Mar,217.6,24.0
2409,MT,2001,Apr,62.7,309.0
2410,MT,2001,May,37.1,1.193
2411,MT,2001,Jun,6.4,6.665
2412,MT,2001,Jul,8.0,1.555
2413,MT,2001,Aug,16.0,7.7620000000000005
2414,MT,2001,Sep,23.0,8.49
2415,MT,2001,Oct,146.2,6.542999999999999
2416,MT,2001,Nov,214.3,373.0
2417,MT,2001,Dec,340.5,37.0
2418,MT,2002,Jan,217.6,172.0
2419,MT,2002,Mar,141.5,103.0
2420,MT,2002,Apr,34.8,641.0
2421,MT,2002,May,44.6,2.528
2422,MT,2002,Jun,3.5,7.877999999999999
2423,MT,2002,Jul,7.0,5.6610000000000005
2424,MT,2002,Aug,26.2,14.085999999999999
2425,MT,2002,Sep,68.4,11.034
2426,MT,2002,Oct,72.6,9.375
2427,MT,2002,Nov,97.4,2.905
2428,MT,2002,Dec,202.9,1.157
2429,MT,2003,Jan,297.5,896.0
2430,MT,2003,Mar,142.3,554.0
2431,MT,2003,Apr,122.4,903.0
2432,MT,2003,May,50.7,942.0
2433,MT,2003,Jun,1.1,4.313
2434,MT,2003,Jul,0.6,5.435
2435,MT,2003,Aug,13.5,11.132
2436,MT,2003,Sep,70.8,15.79
2437,MT,2003,Oct,132.4,5.341
2438,MT,2003,Nov,221.9,2.097
2439,MT,2003,Dec,166.7,1.6219999999999999
2440,MT,2004,Jan,174.9,301.0
2441,MT,2004,Mar,72.2,743.0
2442,MT,2004,Apr,93.0,441.0
2443,MT,2004,May,42.6,2.4130000000000003
2444,MT,2004,Jun,0.0,9.812999999999999
2445,MT,2004,Jul,62.7,11.517000000000001
2446,MT,2004,Aug,0.0,13.603
2447,MT,2004,Sep,11.9,24.994
2448,MT,2004,Oct,103.8,9.295
2449,MT,2004,Nov,216.9,2.405
2450,MT,2004,Dec,176.9,1.217
2451,MT,2005,Jan,104.2,438.0
2452,MT,2005,Mar,201.8,362.0
2453,MT,2005,Apr,73.6,372.0
2454,MT,2005,May,8.1,1.641
2455,MT,2005,Jun,14.3,2.294
2456,MT,2005,Jul,0.0,4.172
2457,MT,2005,Aug,1.0,11.57
2458,MT,2005,Sep,40.2,20.551
2459,MT,2005,Oct,119.0,7.765
2460,MT,2005,Nov,90.5,1.368
2461,MT,2005,Dec,104.1,246.0
2462,MT,2006,Jan,154.8,947.0
2463,MT,2006,Mar,267.1,448.0
2464,MT,2006,Apr,154.5,161.0
2465,MT,2006,May,12.5,269.0
2466,MT,2006,Jun,4.1,856.0
2467,MT,2006,Jul,17.1,1.9409999999999998
2468,MT,2006,Aug,24.3,6.218
2469,MT,2006,Sep,112.0,12.661
2470,MT,2006,Oct,97.9,2.327
2471,MT,2006,Nov,142.9,1.031
2472,MT,2006,Dec,176.8,23.0
2473,MT,2007,Jan,266.3,476.0
2474,MT,2007,Mar,174.3,476.0
2475,MT,2007,Apr,140.4,79.0
2476,MT,2007,May,31.1,359.0
2477,MT,2007,Jun,0.4,1.339
2478,MT,2007,Jul,22.8,1.79
2479,MT,2007,Aug,0.0,14.453
2480,MT,2007,Sep,5.0,25.963
2481,MT,2007,Oct,188.2,4.89
2482,MT,2007,Nov,274.9,299.0
2483,MT,2007,Dec,184.9,81.0
2484,MT,2008,Jan,355.5,245.0
2485,MT,2008,Mar,141.0,180.0
2486,MT,2008,Apr,39.5,274.0
2487,MT,2009,Apr,26.2,169.0
2488,MT,2009,May,49.7,516.0
2489,MT,2009,Jun,45.2,979.0
2490,MT,2009,Jul,29.7,1.6130000000000002
2491,MT,2009,Aug,89.6,2.25
2492,MT,2009,Sep,73.3,3.1289999999999996
2493,MT,2009,Oct,175.6,2.5789999999999997
2494,MT,2009,Nov,111.0,588.0
2495,MT,2009,Dec,353.9,171.0
2496,MT,2010,Jan,352.3,298.0
2497,MT,2010,Mar,352.1,605.0
2498,MT,2010,Apr,75.9,769.0
2499,MT,2010,May,26.7,1.3130000000000002
2500,MT,2010,Jun,2.6,1.025
2501,MT,2010,Jul,13.6,3.4419999999999997
2502,MT,2010,Aug,0.0,14.607999999999999
2503,MT,2010,Sep,3.6,18.366
2504,MT,2010,Oct,137.0,4.465
2505,MT,2010,Nov,140.7,768.0
2506,MT,2010,Dec,132.8,846.0
2507,MT,2011,Jan,337.2,171.0
2508,MT,2011,Mar,365.4,252.0
2509,MT,2011,Apr,163.4,345.0
2510,MT,2011,May,2.4,547.0
2511,MT,2011,Jun,22.2,974.0
2512,MT,2011,Jul,0.7,1.061
2513,MT,2011,Aug,14.3,2.628
2514,MT,2011,Sep,3.0,6.332000000000001
2515,MT,2011,Oct,125.8,2.01
2516,MT,2011,Nov,119.7,1.103
2517,MT,2011,Dec,148.0,431.0
2518,MT,2012,Jan,291.9,166.0
2519,MT,2012,Mar,244.7,423.0
2520,MT,2012,Apr,51.1,521.0
2521,MT,2012,May,264.2,812.0
2522,MT,2012,Jun,33.3,1.651
2523,MT,2012,Jul,0.0,2.008
2524,MT,2012,Aug,0.0,6.195
2525,MT,2012,Sep,40.3,10.344000000000001
2526,MT,2012,Oct,26.0,2.8369999999999997
2527,MT,2012,Nov,161.8,375.0
2528,MT,2012,Dec,222.2,492.0
2529,MT,2013,Jan,194.2,269.0
2530,MT,2013,Mar,316.9,563.0
2531,MT,2013,Apr,79.2,338.0
2532,MT,2013,May,20.0,739.0
2533,MT,2013,Jun,47.2,1.213
2534,MT,2013,Jul,10.6,1.63
2535,MT,2013,Aug,0.0,3.568
2536,MT,2013,Sep,45.9,5.5760000000000005
2537,MT,2013,Oct,139.4,1.986
2538,MT,2013,Nov,175.5,1.064
2539,MT,2013,Dec,226.9,447.0
2540,MT,2014,Jan,325.9,315.0
2541,MT,2014,Mar,260.2,655.0
2542,MT,2014,Apr,120.9,859.0
2543,MT,2014,May,142.5,933.0
2544,MT,2014,Jun,9.2,1.795
2545,MT,2014,Jul,48.6,2.255
2546,MT,2014,Aug,0.0,7.167000000000001
2547,MT,2014,Sep,46.9,7.081
2548,MT,2014,Oct,50.2,5.281000000000001
2549,MT,2014,Nov,231.3,1.018
2550,MT,2014,Dec,155.9,466.0
2551,MT,2015,Jan,270.9,960.0
2552,MT,2015,Mar,320.1,705.0
2553,MT,2015,Apr,104.3,947.0
2554,MT,2015,May,35.2,541.0
2555,MT,2015,Jun,2.0,1.402
2556,MT,2015,Jul,23.1,1.5330000000000001
2557,MT,2015,Aug,0.0,5.112
2558,MT,2015,Sep,24.9,11.068
2559,MT,2015,Oct,27.8,6.49
2560,MT,2015,Nov,113.3,1.93
2561,MT,2015,Dec,132.2,1.777
2562,MT,2016,Jan,256.8,374.0
2563,MT,2016,Mar,178.4,1.085
2564,MT,2016,Apr,98.6,1.77
2565,MT,2016,May,1.6,1.081
2566,MT,2016,Jun,7.2,1.4169999999999998
2567,MT,2016,Jul,0.0,3.495
2568,MT,2016,Aug,45.0,6.228
2569,MT,2016,Sep,41.3,8.98
2570,MT,2016,Oct,257.5,2.7489999999999997
2571,MT,2016,Nov,270.6,918.0
2572,MT,2016,Dec,255.0,425.0
2573,MT,2017,Jan,209.0,482.0
2574,MT,2017,Mar,227.0,719.0
2575,MT,2017,Apr,130.5,606.0
2576,MT,2017,May,56.1,845.0
2577,MT,2017,Jun,0.0,2.041
2578,MT,2017,Jul,0.2,2.79
2579,MT,2017,Aug,30.5,6.229
2580,MT,2017,Sep,36.8,23.945
2581,MT,2017,Oct,124.4,4.8
2582,MT,2017,Nov,232.4,813.0
2583,PA,1998,Jan,409.3,0.0
2584,PA,1998,Mar,384.0,0.0
2585,PA,1998,Apr,514.5,0.0
2586,PA,1998,May,199.3,0.0
2587,PA,1998,Jun,199.5,58.0
2588,PA,1998,Jul,118.4,638.0
2589,PA,1998,Aug,143.2,6.815
2590,PA,1998,Sep,89.2,6.237
2591,PA,1998,Oct,73.0,3.665
2592,PA,1998,Nov,174.5,1.861
2593,PA,1998,Dec,305.7,1.008
2594,PA,1999,Jan,234.8,87.0
2595,PA,1999,Mar,377.9,7.0
2596,PA,1999,Apr,364.4,6.0
2597,PA,1999,May,389.0,4.0
2598,PA,1999,Jun,135.3,37.0
2599,PA,1999,Jul,47.1,982.0
2600,PA,1999,Aug,79.2,6.178
2601,PA,1999,Sep,129.9,4.419
2602,PA,1999,Oct,127.5,5.026
2603,PA,1999,Nov,79.3,2.682
2604,PA,1999,Dec,362.8,766.0
2605,PA,2000,Jan,411.9,30.0
2606,PA,2000,Mar,440.3,181.0
2607,PA,2000,Apr,507.7,40.0
2608,PA,2000,May,358.6,12.0
2609,PA,2000,Jun,114.8,59.0
2610,PA,2000,Jul,219.3,426.0
2611,PA,2000,Aug,141.9,5.484
2612,PA,2000,Sep,146.5,2.569
2613,PA,2000,Oct,160.3,4.313
2614,PA,2000,Nov,83.6,3.366
2615,PA,2000,Dec,331.6,1.6980000000000002
2616,PA,2001,Jan,395.8,34.0
2617,PA,2001,Mar,484.7,0.0
2618,PA,2001,Apr,422.6,0.0
2619,PA,2001,May,298.9,7.0
2620,PA,2001,Jun,301.2,42.0
2621,PA,2001,Jul,337.0,708.0
2622,PA,2001,Aug,62.0,9.043
2623,PA,2001,Sep,145.9,6.138999999999999
2624,PA,2001,Oct,187.0,5.096
2625,PA,2001,Nov,104.7,4.938
2626,PA,2001,Dec,217.5,2.5639999999999996
2627,PA,2002,Jan,446.1,144.0
2628,PA,2002,Mar,393.1,14.0
2629,PA,2002,Apr,415.1,11.0
2630,PA,2002,May,196.8,18.0
2631,PA,2002,Jun,254.4,149.0
2632,PA,2002,Jul,173.9,772.0
2633,PA,2002,Aug,75.5,15.664000000000001
2634,PA,2002,Sep,95.4,5.609
2635,PA,2002,Oct,119.7,5.189
2636,PA,2002,Nov,176.3,7.996
2637,PA,2002,Dec,277.2,3.1180000000000003
2638,PA,2003,Jan,181.6,900.0
2639,PA,2003,Mar,476.7,27.0
2640,PA,2003,Apr,359.9,14.0
2641,PA,2003,May,220.9,3.0
2642,PA,2003,Jun,123.3,64.0
2643,PA,2003,Jul,101.7,1.571
2644,PA,2003,Aug,105.5,6.255
2645,PA,2003,Sep,171.7,8.447000000000001
2646,PA,2003,Oct,143.2,3.803
2647,PA,2003,Nov,137.2,6.195
2648,PA,2003,Dec,294.1,4.787
2649,PA,2004,Jan,373.8,579.0
2650,PA,2004,Mar,510.5,22.0
2651,PA,2004,Apr,393.6,23.0
2652,PA,2004,May,121.0,44.0
2653,PA,2004,Jun,180.1,340.0
2654,PA,2004,Jul,146.0,4.436
2655,PA,2004,Aug,132.3,12.812000000000001
2656,PA,2004,Sep,131.5,9.471
2657,PA,2004,Oct,146.6,4.726
2658,PA,2004,Nov,95.3,9.842
2659,PA,2004,Dec,222.5,5.507999999999999
2660,PA,2005,Jan,249.8,1.768
2661,PA,2005,Mar,413.7,21.0
2662,PA,2005,Apr,565.1,14.0
2663,PA,2005,May,449.2,37.0
2664,PA,2005,Jun,257.8,304.0
2665,PA,2005,Jul,177.8,4.364
2666,PA,2005,Aug,103.0,13.055
2667,PA,2005,Sep,141.6,9.032
2668,PA,2005,Oct,242.1,5.083
2669,PA,2005,Nov,105.0,4.968
2670,PA,2005,Dec,459.5,1.495
2671,PA,2006,Jan,387.8,403.0
2672,PA,2006,Mar,685.6,10.0
2673,PA,2006,Apr,495.7,2.0
2674,PA,2006,May,325.6,0.0
2675,PA,2006,Jun,121.0,78.0
2676,PA,2006,Jul,106.7,615.0
2677,PA,2006,Aug,236.1,7.575
2678,PA,2006,Sep,155.9,8.372
2679,PA,2006,Oct,113.6,5.9639999999999995
2680,PA,2006,Nov,240.9,2.883
2681,PA,2006,Dec,519.8,1.4169999999999998
2682,PA,2007,Jan,306.9,467.0
2683,PA,2007,Mar,419.8,6.0
2684,PA,2007,Apr,459.7,0.0
2685,PA,2007,May,265.9,9.0
2686,PA,2007,Jun,219.9,129.0
2687,PA,2007,Jul,196.4,476.0
2688,PA,2007,Aug,135.3,14.352
2689,PA,2007,Sep,96.9,14.59
2690,PA,2007,Oct,168.9,2.504
2691,PA,2007,Nov,119.1,2.89
2692,PA,2007,Dec,454.5,689.0
2693,PA,2008,Jan,532.2,131.0
2694,PA,2008,Mar,457.4,4.0
2695,PA,2008,Apr,505.1,7.0
2696,PA,2008,May,308.1,0.0
2697,PA,2008,Jun,299.0,48.0
2698,PA,2008,Jul,108.9,971.0
2699,PA,2008,Aug,151.5,4.435
2700,PA,2008,Sep,109.6,6.294
2701,PA,2008,Oct,110.6,6.653
2702,PA,2008,Nov,135.2,2.403
2703,PA,2008,Dec,171.2,684.0
2704,PA,2009,Jan,354.5,241.0
2705,PA,2009,Mar,582.3,4.0
2706,PA,2009,Apr,469.9,8.0
